display_name,name,description,parrent,children
ISO -> 71 -> 71.060 -> 71.060.50,71.060.50,Salts,ISO -> 71 -> 71.060,
ISO -> 71 -> 71.060 -> 71.060.99,71.060.99,Other inorganic chemicals,ISO -> 71 -> 71.060,
ISO -> 71 -> 71.080,71.080,Organic chemicals,ISO -> 71,ISO -> 71 -> 71.080 -> 71.080.01
,,,,ISO -> 71 -> 71.080 -> 71.080.10
,,,,ISO -> 71 -> 71.080 -> 71.080.15
,,,,ISO -> 71 -> 71.080 -> 71.080.20
,,,,ISO -> 71 -> 71.080 -> 71.080.30
,,,,ISO -> 71 -> 71.080 -> 71.080.40
,,,,ISO -> 71 -> 71.080 -> 71.080.50
,,,,ISO -> 71 -> 71.080 -> 71.080.60
,,,,ISO -> 71 -> 71.080 -> 71.080.70
,,,,ISO -> 71 -> 71.080 -> 71.080.80
,,,,ISO -> 71 -> 71.080 -> 71.080.90
ISO -> 71 -> 71.080 -> 71.080.01,71.080.01,Organic chemicals in general,ISO -> 71 -> 71.080,
ISO -> 71 -> 71.080 -> 71.080.10,71.080.10,Aliphatic hydrocarbons,ISO -> 71 -> 71.080,
ISO -> 71 -> 71.080 -> 71.080.15,71.080.15,Aromatic hydrocarbons,ISO -> 71 -> 71.080,
ISO -> 71 -> 71.080 -> 71.080.20,71.080.20,Halogenated hydrocarbons,ISO -> 71 -> 71.080,
ISO -> 71 -> 71.080 -> 71.080.30,71.080.30,Organic nitrogen compounds,ISO -> 71 -> 71.080,
ISO -> 71 -> 71.080 -> 71.080.40,71.080.40,Organic acids,ISO -> 71 -> 71.080,
ISO -> 71 -> 71.080 -> 71.080.50,71.080.50,Anhydrides,ISO -> 71 -> 71.080,
ISO -> 71 -> 71.080 -> 71.080.60,71.080.60,Alcohols. Ethers,ISO -> 71 -> 71.080,
ISO -> 71 -> 71.080 -> 71.080.70,71.080.70,Esters,ISO -> 71 -> 71.080,
ISO -> 71 -> 71.080 -> 71.080.80,71.080.80,Aldehydes and ketones,ISO -> 71 -> 71.080,
ISO -> 71 -> 71.080 -> 71.080.90,71.080.90,Phenols,ISO -> 71 -> 71.080,
ISO -> 71 -> 71.100,71.100,"Products of the chemical industryPhotographic chemicals, see37.040.30Raw materials for rubber and plastics, see83.040Paints and varnishes, see87.040Inks, see87.080",ISO -> 71,ISO -> 71 -> 71.100 -> 71.100.01
,,,,ISO -> 71 -> 71.100 -> 71.100.10
,,,,ISO -> 71 -> 71.100 -> 71.100.20
,,,,ISO -> 71 -> 71.100 -> 71.100.30
,,,,ISO -> 71 -> 71.100 -> 71.100.40
,,,,ISO -> 71 -> 71.100 -> 71.100.45
,,,,ISO -> 71 -> 71.100 -> 71.100.50
,,,,ISO -> 71 -> 71.100 -> 71.100.60
,,,,ISO -> 71 -> 71.100 -> 71.100.70
ISO -> 71 -> 71.100 -> 71.100.01,71.100.01,Products of the chemical industry in general,ISO -> 71 -> 71.100,
ISO -> 71 -> 71.100 -> 71.100.10,71.100.10,Materials for aluminium production,ISO -> 71 -> 71.100,
ISO -> 71 -> 71.100 -> 71.100.20,71.100.20,"Gases for industrial applicationIncluding compressed air and hydrogenHydrogen technologies, see27.075Liquefied petroleum gases, see75.160.30",ISO -> 71 -> 71.100,
ISO -> 71 -> 71.100 -> 71.100.30,71.100.30,Explosives. Pyrotechnics and fireworks,ISO -> 71 -> 71.100,
ISO -> 71 -> 71.100 -> 71.100.40,71.100.40,Surface active agents,ISO -> 71 -> 71.100,
ISO -> 71 -> 71.100 -> 71.100.45,71.100.45,Refrigerants and antifreezes,ISO -> 71 -> 71.100,
ISO -> 71 -> 71.100 -> 71.100.50,71.100.50,Wood-protecting chemicals,ISO -> 71 -> 71.100,
ISO -> 71 -> 71.100 -> 71.100.60,71.100.60,Essential oils,ISO -> 71 -> 71.100,
ISO -> 71 -> 71.100 -> 71.100.70,71.100.70,"Cosmetics. ToiletriesCosmetics microbiology, see07.100.40",ISO -> 71 -> 71.100,
ISO -> 71 -> 71.120,71.120,"Equipment for the chemical industryTransport of dangerous chemicals, see13.300",ISO -> 71,ISO -> 71 -> 71.120 -> 71.120.30
,,,,ISO -> 71 -> 71.120 -> 71.120.99
ISO -> 71 -> 71.120 -> 71.120.30,71.120.30,Heat exchangers,ISO -> 71 -> 71.120,
ISO -> 71 -> 71.120 -> 71.120.99,71.120.99,Other equipment for the chemical industry,ISO -> 71 -> 71.120,
ISO -> 73,73,Mining and minerals,ISO,ISO -> 73 -> 73.020
,,,,ISO -> 73 -> 73.040
,,,,ISO -> 73 -> 73.060
,,,,ISO -> 73 -> 73.080
,,,,ISO -> 73 -> 73.100
,,,,ISO -> 73 -> 73.120
ISO -> 73 -> 73.020,73.020,"Mining and quarryingIncluding exploration, opening-up, development, working of mineral deposits, drilling, construction of mines, mining operations, processing of minerals, etc.",ISO -> 73,
ISO -> 73 -> 73.040,73.040,"CoalsIncluding lignitesCoal products, see75.160.10",ISO -> 73,
ISO -> 73 -> 73.060,73.060,"Metalliferous minerals and their concentratesUranium-containing minerals, see27.120.30",ISO -> 73,ISO -> 73 -> 73.060 -> 73.060.01
,,,,ISO -> 73 -> 73.060 -> 73.060.10
,,,,ISO -> 73 -> 73.060 -> 73.060.20
,,,,ISO -> 73 -> 73.060 -> 73.060.30
,,,,ISO -> 73 -> 73.060 -> 73.060.40
,,,,ISO -> 73 -> 73.060 -> 73.060.99
ISO -> 73 -> 73.060 -> 73.060.01,73.060.01,Metalliferous minerals in general,ISO -> 73 -> 73.060,
ISO -> 73 -> 73.060 -> 73.060.10,73.060.10,Iron ores,ISO -> 73 -> 73.060,
ISO -> 73 -> 73.060 -> 73.060.20,73.060.20,Manganese ores,ISO -> 73 -> 73.060,
ISO -> 73 -> 73.060 -> 73.060.30,73.060.30,Chromium ores,ISO -> 73 -> 73.060,
ISO -> 73 -> 73.060 -> 73.060.40,73.060.40,Aluminium ores,ISO -> 73 -> 73.060,
ISO -> 73 -> 73.060 -> 73.060.99,73.060.99,Other metalliferous minerals,ISO -> 73 -> 73.060,
ISO -> 73 -> 73.080,73.080,"Non-metalliferous mineralsIncluding mica, fluorspar, etc.Industrial diamonds, see25.100Precious and semi-precious stones, see39.060",ISO -> 73,
ISO -> 73 -> 73.100,73.100,"Mining equipmentElectrical apparatus for explosive atmospheres, see29.260.20",ISO -> 73,ISO -> 73 -> 73.100 -> 73.100.30
,,,,ISO -> 73 -> 73.100 -> 73.100.40
,,,,ISO -> 73 -> 73.100 -> 73.100.99
ISO -> 73 -> 73.100 -> 73.100.30,73.100.30,"Equipment for drilling and mine excavationIncluding equipment for seabed miningDrilling equipment for the petroleum industry, see75.180.10",ISO -> 73 -> 73.100,
ISO -> 73 -> 73.100 -> 73.100.40,73.100.40,Haulage and hoisting equipment,ISO -> 73 -> 73.100,
ISO -> 73 -> 73.100 -> 73.100.99,73.100.99,Other mining equipment,ISO -> 73 -> 73.100,
ISO -> 73 -> 73.120,73.120,"Equipment for processing of mineralsIncluding equipment for milling, sizing, separation, flotation, concentration, etc.",ISO -> 73,
ISO -> 75,75,Petroleum and related technologies,ISO,ISO -> 75 -> 75.020
,,,,ISO -> 75 -> 75.040
,,,,ISO -> 75 -> 75.060
,,,,ISO -> 75 -> 75.080
,,,,ISO -> 75 -> 75.100
,,,,ISO -> 75 -> 75.120
,,,,ISO -> 75 -> 75.140
,,,,ISO -> 75 -> 75.160
,,,,ISO -> 75 -> 75.180
,,,,ISO -> 75 -> 75.200
ISO -> 75 -> 75.020,75.020,Extraction and processing of petroleum and natural gas,ISO -> 75,
ISO -> 75 -> 75.040,75.040,Crude petroleum,ISO -> 75,
ISO -> 75 -> 75.060,75.060,Natural gas,ISO -> 75,
ISO -> 75 -> 75.080,75.080,Petroleum products in general,ISO -> 75,
ISO -> 75 -> 75.100,75.100,"Lubricants, industrial oils and related productsIncluding mineral oils, fluids for metal working and for temporary protection against corrosionLubrication systems, see21.260Insulating oils, see29.040.10",ISO -> 75,
ISO -> 75 -> 75.120,75.120,"Hydraulic fluidsFluid power systems, see23.100",ISO -> 75,
ISO -> 75 -> 75.140,75.140,"Waxes, bituminous materials and other petroleum productsAsphalts for building, see91.100.50Asphalts for road construction, see93.080.20",ISO -> 75,
ISO -> 75 -> 75.160,75.160,Fuels,ISO -> 75,ISO -> 75 -> 75.160 -> 75.160.10
,,,,ISO -> 75 -> 75.160 -> 75.160.20
,,,,ISO -> 75 -> 75.160 -> 75.160.30
,,,,ISO -> 75 -> 75.160 -> 75.160.40
ISO -> 75 -> 75.160 -> 75.160.10,75.160.10,"Solid fuelsIncluding coal products, coke, peat, wood, derivatives of coal pyrolysis, etc.Coals, see73.040Solid biofuels, see75.160.40",ISO -> 75 -> 75.160,
ISO -> 75 -> 75.160 -> 75.160.20,75.160.20,"Liquid fuelsIncluding gasoline, diesel, kerosene, etc.Liquid biofuels, see75.160.40",ISO -> 75 -> 75.160,
ISO -> 75 -> 75.160 -> 75.160.30,75.160.30,"Gaseous fuelsIncluding liquefied petroleum gasesHydrogen, see71.100.20Natural gas, see75.060Biogas, see75.160.40",ISO -> 75 -> 75.160,
ISO -> 75 -> 75.160 -> 75.160.40,75.160.40,"BiofuelsIncluding solid biofuels, liquid biofuels and biogas",ISO -> 75 -> 75.160,
ISO -> 75 -> 75.180,75.180,Equipment for petroleum and natural gas industries,ISO -> 75,ISO -> 75 -> 75.180 -> 75.180.01
,,,,ISO -> 75 -> 75.180 -> 75.180.10
,,,,ISO -> 75 -> 75.180 -> 75.180.20
,,,,ISO -> 75 -> 75.180 -> 75.180.30
ISO -> 75 -> 75.180 -> 75.180.01,75.180.01,Equipment for petroleum and natural gas industries in general,ISO -> 75 -> 75.180,
ISO -> 75 -> 75.180 -> 75.180.10,75.180.10,"Exploratory, drilling and extraction equipmentIncluding offshore structures",ISO -> 75 -> 75.180,
ISO -> 75 -> 75.180 -> 75.180.20,75.180.20,Processing equipment,ISO -> 75 -> 75.180,
ISO -> 75 -> 75.180 -> 75.180.30,75.180.30,Volumetric equipment and measurements,ISO -> 75 -> 75.180,
ISO -> 75 -> 75.200,75.200,"Petroleum products and natural gas handling equipmentIncluding petroleum and natural gas storage devices, distribution systems, pipelines, petrol stations, dispensing devices, etc.",ISO -> 75,
ISO -> 77,77,Metallurgy,ISO,ISO -> 77 -> 77.020
,,,,ISO -> 77 -> 77.040
,,,,ISO -> 77 -> 77.060
,,,,ISO -> 77 -> 77.080
,,,,ISO -> 77 -> 77.100
,,,,ISO -> 77 -> 77.120
,,,,ISO -> 77 -> 77.140
,,,,ISO -> 77 -> 77.150
,,,,ISO -> 77 -> 77.160
,,,,ISO -> 77 -> 77.180
ISO -> 77 -> 77.020,77.020,Production of metals,ISO -> 77,
ISO -> 77 -> 77.040,77.040,Testing of metals,ISO -> 77,ISO -> 77 -> 77.040 -> 77.040.10
,,,,ISO -> 77 -> 77.040 -> 77.040.20
,,,,ISO -> 77 -> 77.040 -> 77.040.30
,,,,ISO -> 77 -> 77.040 -> 77.040.99
ISO -> 77 -> 77.040 -> 77.040.10,77.040.10,"Mechanical testing of metalsMechanical testing in general, see19.060Mechanical testing of welded joints, see25.160.40",ISO -> 77 -> 77.040,
ISO -> 77 -> 77.040 -> 77.040.20,77.040.20,"Non-destructive testing of metalsNon-destructive testing in general, see19.100Non-destructive testing of welded joints, see25.160.40",ISO -> 77 -> 77.040,
ISO -> 77 -> 77.040 -> 77.040.30,77.040.30,"Chemical analysis of metalsChemical analysis in general, see71.040.40Chemical analysis of ferrous metals, see77.080Chemical analysis of ferroalloys, see77.100Chemical analysis of non-ferrous metals, see77.120Chemical analysis of sintered metals and hard metals, see77.160",ISO -> 77 -> 77.040,
ISO -> 77 -> 77.040 -> 77.040.99,77.040.99,Other methods of testing of metals,ISO -> 77 -> 77.040,
ISO -> 77 -> 77.060,77.060,"Corrosion of metalsSurface treatment and coating, see25.220",ISO -> 77,
ISO -> 77 -> 77.080,77.080,"Ferrous metalsIncluding classification, designation, sampling, chemical analysis, etc.Dimensions and quality grades of iron and steel products, see77.140",ISO -> 77,ISO -> 77 -> 77.080 -> 77.080.01
,,,,ISO -> 77 -> 77.080 -> 77.080.10
,,,,ISO -> 77 -> 77.080 -> 77.080.20
ISO -> 77 -> 77.080 -> 77.080.01,77.080.01,Ferrous metals in general,ISO -> 77 -> 77.080,
ISO -> 77 -> 77.080 -> 77.080.10,77.080.10,Irons,ISO -> 77 -> 77.080,
ISO -> 77 -> 77.080 -> 77.080.20,77.080.20,Steels,ISO -> 77 -> 77.080,
ISO -> 77 -> 77.100,77.100,"FerroalloysIncluding classification, designation, sampling, chemical analysis, etc.",ISO -> 77,
ISO -> 77 -> 77.120,77.120,"Non-ferrous metalsIncluding classification, designation, sampling, chemical analysis, etc.Precious metals for dentistry, see11.060.10Precious metals for jewellery, see39.060Dimensions and quality grades of non-ferrous metal products, see77.150",ISO -> 77,ISO -> 77 -> 77.120 -> 77.120.01
,,,,ISO -> 77 -> 77.120 -> 77.120.10
,,,,ISO -> 77 -> 77.120 -> 77.120.20
,,,,ISO -> 77 -> 77.120 -> 77.120.30
,,,,ISO -> 77 -> 77.120 -> 77.120.40
,,,,ISO -> 77 -> 77.120 -> 77.120.50
,,,,ISO -> 77 -> 77.120 -> 77.120.60
,,,,ISO -> 77 -> 77.120 -> 77.120.99
ISO -> 77 -> 77.120 -> 77.120.01,77.120.01,Non-ferrous metals in general,ISO -> 77 -> 77.120,
ISO -> 77 -> 77.120 -> 77.120.10,77.120.10,Aluminium and aluminium alloys,ISO -> 77 -> 77.120,
ISO -> 77 -> 77.120 -> 77.120.20,77.120.20,Magnesium and magnesium alloys,ISO -> 77 -> 77.120,
ISO -> 77 -> 77.120 -> 77.120.30,77.120.30,Copper and copper alloys,ISO -> 77 -> 77.120,
ISO -> 77 -> 77.120 -> 77.120.40,77.120.40,"Nickel, chromium and their alloys",ISO -> 77 -> 77.120,
ISO -> 77 -> 77.120 -> 77.120.50,77.120.50,Titanium and titanium alloys,ISO -> 77 -> 77.120,
ISO -> 77 -> 77.120 -> 77.120.60,77.120.60,"Lead, zinc, tin and their alloys",ISO -> 77 -> 77.120,
ISO -> 77 -> 77.120 -> 77.120.99,77.120.99,Other non-ferrous metals and their alloys,ISO -> 77 -> 77.120,
ISO -> 77 -> 77.140,77.140,"Iron and steel productsSteel products for aerospace construction, see49.025.10",ISO -> 77,ISO -> 77 -> 77.140 -> 77.140.01
,,,,ISO -> 77 -> 77.140 -> 77.140.10
,,,,ISO -> 77 -> 77.140 -> 77.140.15
,,,,ISO -> 77 -> 77.140 -> 77.140.20
,,,,ISO -> 77 -> 77.140 -> 77.140.25
,,,,ISO -> 77 -> 77.140 -> 77.140.30
,,,,ISO -> 77 -> 77.140 -> 77.140.35
,,,,ISO -> 77 -> 77.140 -> 77.140.45
,,,,ISO -> 77 -> 77.140 -> 77.140.50
,,,,ISO -> 77 -> 77.140 -> 77.140.60
,,,,ISO -> 77 -> 77.140 -> 77.140.65
,,,,ISO -> 77 -> 77.140 -> 77.140.70
,,,,ISO -> 77 -> 77.140 -> 77.140.75
,,,,ISO -> 77 -> 77.140 -> 77.140.80
,,,,ISO -> 77 -> 77.140 -> 77.140.85
,,,,ISO -> 77 -> 77.140 -> 77.140.99
ISO -> 77 -> 77.140 -> 77.140.01,77.140.01,Iron and steel products in general,ISO -> 77 -> 77.140,
ISO -> 77 -> 77.140 -> 77.140.10,77.140.10,Heat-treatable steels,ISO -> 77 -> 77.140,
ISO -> 77 -> 77.140 -> 77.140.15,77.140.15,Steels for reinforcement of concrete,ISO -> 77 -> 77.140,
ISO -> 77 -> 77.140 -> 77.140.20,77.140.20,"Stainless steelsIncluding alloyed steels, corrosion-resistant steels, heat-resisting steels, etc.",ISO -> 77 -> 77.140,
ISO -> 77 -> 77.140 -> 77.140.25,77.140.25,Spring steels,ISO -> 77 -> 77.140,
ISO -> 77 -> 77.140 -> 77.140.30,77.140.30,"Steels for pressure purposesSteels for pressure pipes and tubes for specific use, see77.140.75",ISO -> 77 -> 77.140,
ISO -> 77 -> 77.140 -> 77.140.35,77.140.35,Tool steels,ISO -> 77 -> 77.140,
ISO -> 77 -> 77.140 -> 77.140.45,77.140.45,Non-alloyed steels,ISO -> 77 -> 77.140,
ISO -> 77 -> 77.140 -> 77.140.50,77.140.50,"Flat steel products and semi-productsIncluding plate, sheet and stripSteel strips for springs, see77.140.25",ISO -> 77 -> 77.140,
ISO -> 77 -> 77.140 -> 77.140.60,77.140.60,Steel bars and rods,ISO -> 77 -> 77.140,
ISO -> 77 -> 77.140 -> 77.140.65,77.140.65,"Steel wire, wire ropes and link chainsLifting link chains and wire ropes, see53.020.30Steel wire for springs, see77.140.25",ISO -> 77 -> 77.140,
ISO -> 77 -> 77.140 -> 77.140.70,77.140.70,Steel profilesIncluding sections,ISO -> 77 -> 77.140,
ISO -> 77 -> 77.140 -> 77.140.75,77.140.75,"Steel pipes and tubes for specific useIncluding hollow steel bars and sections for constructionSteel pipes for conducting fluids, see23.040.10",ISO -> 77 -> 77.140,
ISO -> 77 -> 77.140 -> 77.140.80,77.140.80,Iron and steel castings,ISO -> 77 -> 77.140,
ISO -> 77 -> 77.140 -> 77.140.85,77.140.85,Iron and steel forgings,ISO -> 77 -> 77.140,
ISO -> 77 -> 77.140 -> 77.140.99,77.140.99,Other iron and steel products,ISO -> 77 -> 77.140,
ISO -> 77 -> 77.150,77.150,"Products of non-ferrous metalsIncluding products of non-ferrous metal alloysProducts of non-ferrous metals for aerospace construction, see49.025",ISO -> 77,ISO -> 77 -> 77.150 -> 77.150.01
,,,,ISO -> 77 -> 77.150 -> 77.150.10
,,,,ISO -> 77 -> 77.150 -> 77.150.20
,,,,ISO -> 77 -> 77.150 -> 77.150.30
,,,,ISO -> 77 -> 77.150 -> 77.150.40
,,,,ISO -> 77 -> 77.150 -> 77.150.50
,,,,ISO -> 77 -> 77.150 -> 77.150.60
ISO -> 77 -> 77.150 -> 77.150.01,77.150.01,Products of non-ferrous metals in general,ISO -> 77 -> 77.150,
ISO -> 77 -> 77.150 -> 77.150.10,77.150.10,Aluminium products,ISO -> 77 -> 77.150,
ISO -> 77 -> 77.150 -> 77.150.20,77.150.20,Magnesium products,ISO -> 77 -> 77.150,
ISO -> 77 -> 77.150 -> 77.150.30,77.150.30,Copper products,ISO -> 77 -> 77.150,
ISO -> 77 -> 77.150 -> 77.150.40,77.150.40,Nickel and chromium products,ISO -> 77 -> 77.150,
ISO -> 77 -> 77.150 -> 77.150.50,77.150.50,Titanium products,ISO -> 77 -> 77.150,
ISO -> 77 -> 77.150 -> 77.150.60,77.150.60,"Lead, zinc and tin products",ISO -> 77 -> 77.150,
ISO -> 77 -> 77.160,77.160,Powder metallurgyIncluding sintered metal materials and hard metals,ISO -> 77,
ISO -> 77 -> 77.180,77.180,Equipment for the metallurgical industry,ISO -> 77,
ISO -> 79,79,Wood technology,ISO,ISO -> 79 -> 79.020
,,,,ISO -> 79 -> 79.040
,,,,ISO -> 79 -> 79.060
,,,,ISO -> 79 -> 79.080
,,,,ISO -> 79 -> 79.100
,,,,ISO -> 79 -> 79.120
ISO -> 79 -> 79.020,79.020,"Wood technology processesIncluding logging and wood treatmentWood-protecting chemicals, see71.100.50",ISO -> 79,
ISO -> 79 -> 79.040,79.040,"Wood, sawlogs and sawn timber",ISO -> 79,
ISO -> 79 -> 79.060,79.060,Wood-based panels,ISO -> 79,ISO -> 79 -> 79.060 -> 79.060.01
,,,,ISO -> 79 -> 79.060 -> 79.060.10
,,,,ISO -> 79 -> 79.060 -> 79.060.20
,,,,ISO -> 79 -> 79.060 -> 79.060.99
ISO -> 79 -> 79.060 -> 79.060.01,79.060.01,Wood-based panels in general,ISO -> 79 -> 79.060,
ISO -> 79 -> 79.060 -> 79.060.10,79.060.10,Plywood,ISO -> 79 -> 79.060,
ISO -> 79 -> 79.060 -> 79.060.20,79.060.20,Fibre and particle boards,ISO -> 79 -> 79.060,
ISO -> 79 -> 79.060 -> 79.060.99,79.060.99,Other wood-based panels,ISO -> 79 -> 79.060,
ISO -> 79 -> 79.080,79.080,"Semi-manufactures of timberIncluding parquet, wood paving, handles, etc.",ISO -> 79,
ISO -> 79 -> 79.100,79.100,Cork and cork products,ISO -> 79,
ISO -> 79 -> 79.120,79.120,Woodworking equipment,ISO -> 79,ISO -> 79 -> 79.120 -> 79.120.10
,,,,ISO -> 79 -> 79.120 -> 79.120.20
ISO -> 79 -> 79.120 -> 79.120.10,79.120.10,"Woodworking machinesChain- and brush-saws, see65.060.80",ISO -> 79 -> 79.120,
ISO -> 79 -> 79.120 -> 79.120.20,79.120.20,Woodworking tools,ISO -> 79 -> 79.120,
ISO -> 81,81,Glass and ceramics industries,ISO,ISO -> 81 -> 81.040
,,,,ISO -> 81 -> 81.060
,,,,ISO -> 81 -> 81.080
ISO -> 81 -> 81.040,81.040,Glass,ISO -> 81,ISO -> 81 -> 81.040 -> 81.040.01
,,,,ISO -> 81 -> 81.040 -> 81.040.10
,,,,ISO -> 81 -> 81.040 -> 81.040.20
,,,,ISO -> 81 -> 81.040 -> 81.040.30
ISO -> 81 -> 81.040 -> 81.040.01,81.040.01,Glass in general,ISO -> 81 -> 81.040,
ISO -> 81 -> 81.040 -> 81.040.10,81.040.10,Raw materials and raw glass,ISO -> 81 -> 81.040,
ISO -> 81 -> 81.040 -> 81.040.20,81.040.20,Glass in building,ISO -> 81 -> 81.040,
ISO -> 81 -> 81.040 -> 81.040.30,81.040.30,"Glass productsBottles, pots, jars, see55.100Laboratory glassware, see71.040.20",ISO -> 81 -> 81.040,
ISO -> 81 -> 81.060,81.060,CeramicsIncluding glass-ceramics,ISO -> 81,ISO -> 81 -> 81.060 -> 81.060.01
,,,,ISO -> 81 -> 81.060 -> 81.060.10
,,,,ISO -> 81 -> 81.060 -> 81.060.20
,,,,ISO -> 81 -> 81.060 -> 81.060.30
ISO -> 81 -> 81.060 -> 81.060.01,81.060.01,Ceramics in general,ISO -> 81 -> 81.060,
ISO -> 81 -> 81.060 -> 81.060.10,81.060.10,Raw materials,ISO -> 81 -> 81.060,
ISO -> 81 -> 81.060 -> 81.060.20,81.060.20,"Ceramic productsCeramic tiles, see91.100.23Ceramic building products, see91.100.25Sanitary ceramic products, see91.140.70",ISO -> 81 -> 81.060,
ISO -> 81 -> 81.060 -> 81.060.30,81.060.30,Advanced ceramics,ISO -> 81 -> 81.060,
ISO -> 81 -> 81.080,81.080,RefractoriesIncluding ceramic refractories,ISO -> 81,
ISO -> 83,83,Rubber and plastic industries,ISO,ISO -> 83 -> 83.020
,,,,ISO -> 83 -> 83.040
,,,,ISO -> 83 -> 83.060
,,,,ISO -> 83 -> 83.080
,,,,ISO -> 83 -> 83.100
,,,,ISO -> 83 -> 83.120
,,,,ISO -> 83 -> 83.140
,,,,ISO -> 83 -> 83.160
,,,,ISO -> 83 -> 83.180
,,,,ISO -> 83 -> 83.200
ISO -> 83 -> 83.020,83.020,Manufacturing processes in the rubber and plastics industries,ISO -> 83,
ISO -> 83 -> 83.040,83.040,Raw materials for rubber and plastics,ISO -> 83,ISO -> 83 -> 83.040 -> 83.040.01
,,,,ISO -> 83 -> 83.040 -> 83.040.10
,,,,ISO -> 83 -> 83.040 -> 83.040.20
,,,,ISO -> 83 -> 83.040 -> 83.040.30
ISO -> 83 -> 83.040 -> 83.040.01,83.040.01,Raw materials for rubber and plastics in general,ISO -> 83 -> 83.040,
ISO -> 83 -> 83.040 -> 83.040.10,83.040.10,Latex and raw rubber,ISO -> 83 -> 83.040,
ISO -> 83 -> 83.040 -> 83.040.20,83.040.20,"Rubber compounding ingredientsIncluding carbon black, kaolin clay, etc.",ISO -> 83 -> 83.040,
ISO -> 83 -> 83.040 -> 83.040.30,83.040.30,"Auxiliary materials and additives for plasticsIncluding fillers, extenders, hardeners, pigments, plasticizers, etc.",ISO -> 83 -> 83.040,
ISO -> 83 -> 83.060,83.060,"RubberRaw rubber, see83.040.10",ISO -> 83,
ISO -> 83 -> 83.080,83.080,Plastics,ISO -> 83,ISO -> 83 -> 83.080 -> 83.080.01
,,,,ISO -> 83 -> 83.080 -> 83.080.10
,,,,ISO -> 83 -> 83.080 -> 83.080.20
ISO -> 83 -> 83.080 -> 83.080.01,83.080.01,Plastics in general,ISO -> 83 -> 83.080,
ISO -> 83 -> 83.080 -> 83.080.10,83.080.10,"Thermosetting materialsIncluding eboniteSilicones, see71.100.55",ISO -> 83 -> 83.080,
ISO -> 83 -> 83.080 -> 83.080.20,83.080.20,Thermoplastic materials,ISO -> 83 -> 83.080,
ISO -> 83 -> 83.100,83.100,Cellular materials,ISO -> 83,
ISO -> 83 -> 83.120,83.120,"Reinforced plasticsMaterials for the reinforcement of plastics, see59.100",ISO -> 83,
ISO -> 83 -> 83.140,83.140,"Rubber and plastics productsTransmission belts, see21.220.10Conveyor belts, see53.040.20Rubber and plastics coated fabrics, see59.080.40Footwear, see61.060Tyres, see83.160",ISO -> 83,ISO -> 83 -> 83.140 -> 83.140.01
,,,,ISO -> 83 -> 83.140 -> 83.140.10
,,,,ISO -> 83 -> 83.140 -> 83.140.20
,,,,ISO -> 83 -> 83.140 -> 83.140.30
,,,,ISO -> 83 -> 83.140 -> 83.140.40
,,,,ISO -> 83 -> 83.140 -> 83.140.50
,,,,ISO -> 83 -> 83.140 -> 83.140.99
ISO -> 83 -> 83.140 -> 83.140.01,83.140.01,Rubber and plastics products in general,ISO -> 83 -> 83.140,
ISO -> 83 -> 83.140 -> 83.140.10,83.140.10,Films and sheetsIncluding plates,ISO -> 83 -> 83.140,
ISO -> 83 -> 83.140 -> 83.140.20,83.140.20,Laminated sheets,ISO -> 83 -> 83.140,
ISO -> 83 -> 83.140 -> 83.140.30,83.140.30,"Plastics pipes and fittings for non fluid usePlastics pipes, fittings and valves for general use, see23.040.20Plastics pipes, fittings and valves for general use, see23.040.45Plastics pipes, fittings and valves for general use, see23.060",ISO -> 83 -> 83.140,
ISO -> 83 -> 83.140 -> 83.140.40,83.140.40,"HosesHoses for general use, see23.040.70",ISO -> 83 -> 83.140,
ISO -> 83 -> 83.140 -> 83.140.50,83.140.50,"SealsSeals for general use, see21.140Seals for general use, see23.040.80",ISO -> 83 -> 83.140,
ISO -> 83 -> 83.140 -> 83.140.99,83.140.99,Other rubber and plastics products,ISO -> 83 -> 83.140,
ISO -> 83 -> 83.160,83.160,TyresIncluding tubes and valves,ISO -> 83,ISO -> 83 -> 83.160 -> 83.160.01
,,,,ISO -> 83 -> 83.160 -> 83.160.10
,,,,ISO -> 83 -> 83.160 -> 83.160.20
,,,,ISO -> 83 -> 83.160 -> 83.160.30
,,,,ISO -> 83 -> 83.160 -> 83.160.99
ISO -> 83 -> 83.160 -> 83.160.01,83.160.01,Tyres in general,ISO -> 83 -> 83.160,
ISO -> 83 -> 83.160 -> 83.160.10,83.160.10,"Road vehicle tyresIncluding cycle tyres, and tyre retreading and repair processes",ISO -> 83 -> 83.160,
ISO -> 83 -> 83.160 -> 83.160.20,83.160.20,Aircraft tyres,ISO -> 83 -> 83.160,
ISO -> 83 -> 83.160 -> 83.160.30,83.160.30,Tyres for agricultural machinery,ISO -> 83 -> 83.160,
ISO -> 83 -> 83.160 -> 83.160.99,83.160.99,Other tyres,ISO -> 83 -> 83.160,
ISO -> 83 -> 83.180,83.180,"AdhesivesIncluding adhesive tapesAdhesive tapes for electrical insulation purposes, see29.035.20",ISO -> 83,
ISO -> 83 -> 83.200,83.200,Equipment for the rubber and plastics industries,ISO -> 83,
ISO -> 85,85,Paper technology,ISO,ISO -> 85 -> 85.020
,,,,ISO -> 85 -> 85.040
,,,,ISO -> 85 -> 85.060
,,,,ISO -> 85 -> 85.080
,,,,ISO -> 85 -> 85.100
